4.774027;-74.2356236667;17:23:40;23/05/21
4.77402683333;-74.235623;17:24:11;23/05/21
4.774019;-74.2356138333;17:24:42;23/05/21
4.7739845;-74.235627;17:25:13;23/05/21
4.77364383333;-74.2360511667;17:25:44;23/05/21
0.0;0.0;17:26:15;23/05/21
4.774013;-74.2356551667;17:26:46;23/05/21
4.77402516667;-74.2356115;17:27:17;23/05/21
4.7740255;-74.235586;17:27:48;23/05/21
4.7740265;-74.2355878333;17:28:19;23/05/21
4.7740135;-74.2356188333;17:28:50;23/05/21
4.77403183333;-74.2356201667;17:29:21;23/05/21
4.774008;-74.2356735;17:29:52;23/05/21
4.77397666667;-74.2357291667;17:30:23;23/05/21
4.77396516667;-74.2356733333;17:30:54;23/05/21
4.77393616667;-74.235665;17:31:25;23/05/21
4.7739635;-74.2356321667;17:31:56;23/05/21
4.774038;-74.2355225;17:32:27;23/05/21
4.77400866667;-74.2355713333;17:32:58;23/05/21
4.773997;-74.2355665;17:33:29;23/05/21
4.774007;-74.2355696667;17:34:00;23/05/21
4.77400466667;-74.2355255;17:34:31;23/05/21
4.77400333333;-74.2355353333;17:35:02;23/05/21
4.77400283333;-74.235544;17:35:33;23/05/21
4.77405016667;-74.235559;17:36:04;23/05/21
4.774015;-74.2355678333;17:36:35;23/05/21
4.773964;-74.2356005;17:37:06;23/05/21
4.7740115;-74.235633;17:37:37;23/05/21
4.77403016667;-74.2356391667;17:38:08;23/05/21
4.77400183333;-74.2355935;17:38:39;23/05/21
4.77395733333;-74.2354691667;17:39:10;23/05/21
4.77383033333;-74.2351911667;17:39:41;23/05/21
4.773723;-74.2349245;17:40:12;23/05/21
4.77361266667;-74.234654;17:40:43;23/05/21
4.7735275;-74.234401;17:41:14;23/05/21
4.77337466667;-74.234198;17:41:45;23/05/21
4.773256;-74.2341321667;17:42:16;23/05/21
4.77313616667;-74.2340228333;17:42:47;23/05/21
4.772919;-74.2338583333;17:43:18;23/05/21
4.772736;-74.2337063333;17:43:49;23/05/21
4.77252533333;-74.2335243333;17:44:20;23/05/21
4.77228933333;-74.2333628333;17:44:51;23/05/21
4.77206216667;-74.2331978333;17:45:22;23/05/21
4.77187266667;-74.2331625;17:45:53;23/05/21
4.77164516667;-74.2333595;17:46:24;23/05/21
4.77138083333;-74.2334636667;17:46:55;23/05/21
4.77112683333;-74.2335496667;17:47:26;23/05/21
4.77085866667;-74.233523;17:47:57;23/05/21
4.77067716667;-74.2333315;17:48:28;23/05/21
4.7704935;-74.2330886667;17:48:59;23/05/21
4.77030966667;-74.2328578333;17:49:30;23/05/21
4.77013016667;-74.2326316667;17:50:01;23/05/21
4.76998416667;-74.2324868333;17:50:32;23/05/21
4.76998383333;-74.2324818333;17:51:03;23/05/21
4.769992;-74.2324783333;17:51:34;23/05/21
4.76976666667;-74.2324543333;17:52:05;23/05/21
