0.0;0.0;04:21:21;1
0.0;0.0;04:21:52;1
0.0;0.0;04:22:23;1
0.0;0.0;04:22:54;1
0.0;0.0;04:23:26;1
0.0;0.0;04:23:56;1
0.0;0.0;04:24:27;1
0.0;0.0;04:24:58;1
0.0;0.0;04:25:29;1
0.0;0.0;04:26:00;1
0.0;0.0;04:26:31;1
0.0;0.0;04:27:02;1
0.0;0.0;04:27:32;1
0.0;0.0;04:28:03;1
0.0;0.0;04:28:34;1
4.77405283333;-74.2356135;04:29:05;1
4.7740465;-74.2356213333;04:29:36;1
4.77399583333;-74.2355871667;04:30:07;1
4.77399;-74.2355353333;04:30:38;1
4.77388583333;-74.2352988333;04:31:09;1
4.773773;-74.2350388333;04:31:40;1
4.7736905;-74.2347836667;04:32:11;1
4.77359216667;-74.234527;04:32:42;1
4.7735045;-74.234258;04:33:13;1
4.77328333333;-74.2341401667;04:33:44;1
4.773223;-74.2341053333;04:34:15;1
4.772987;-74.2339113333;04:34:46;1
4.77278816667;-74.2337608333;04:35:17;1
4.7725695;-74.2335883333;04:35:48;1
4.77235266667;-74.233421;04:36:19;1
4.77213616667;-74.2332613333;04:36:50;1
4.77194266667;-74.2331203333;04:37:21;1
4.771726;-74.2332928333;04:37:52;1
4.77145316667;-74.2334151667;04:38:23;1
4.77118316667;-74.2335163333;04:38:54;1
4.77090333333;-74.233576;04:39:25;1
4.77072283333;-74.2334193333;04:39:56;1
4.770565;-74.2331881667;04:40:27;1
4.77040466667;-74.2329441667;04:40:58;1
4.77021133333;-74.2327371667;04:41:29;1
4.7700235;-74.2325091667;04:42:00;1
4.769968;-74.2324938333;04:42:31;1
4.76993733333;-74.2324908333;04:43:02;1
4.76988516667;-74.2324443333;04:43:33;1
4.769565;-74.2324146667;04:44:04;1
4.769559;-74.232397;04:44:35;1
4.769478;-74.2323956667;04:45:06;1
4.769488;-74.2323861667;04:45:37;1
4.7695475;-74.2323955;04:46:08;1
4.7695105;-74.2322981667;04:46:39;1
4.7695055;-74.232269;04:47:10;1
4.76949616667;-74.232276;04:47:41;1
4.76948566667;-74.2322863333;04:48:12;1
4.76948633333;-74.2322658333;04:48:43;1
4.76950333333;-74.2322671667;04:49:14;1
4.76951466667;-74.2323271667;04:49:45;1
4.76951083333;-74.2322886667;04:50:16;1
4.76944533333;-74.2322513333;04:50:47;1
4.76944116667;-74.2324723333;04:51:18;1
4.76948233333;-74.2325608333;04:51:49;1
4.76949616667;-74.2325835;04:52:20;1
4.76949016667;-74.2325778333;04:52:51;1
4.76945733333;-74.2324748333;04:53:22;1
4.76945516667;-74.2324665;04:53:53;1
4.76947683333;-74.2324555;04:54:24;1
4.769483;-74.2324166667;04:54:55;1
4.76950783333;-74.2324265;04:55:26;1
4.76956016667;-74.2324391667;04:55:57;1
4.769539;-74.2324331667;04:56:28;1
4.769501;-74.2324395;04:56:59;1
4.76953633333;-74.2324233333;04:57:30;1
4.76950783333;-74.2324455;04:58:01;1
4.76950283333;-74.2324241667;04:58:32;1
4.76953616667;-74.2324158333;04:59:03;1
4.76947816667;-74.2323965;04:59:34;1
0.0;0.0;05:00:05;1
4.76948933333;-74.2324416667;05:00:36;1
4.76947833333;-74.2324448333;05:01:07;1
4.769466;-74.2324635;05:01:38;1
4.76946466667;-74.2324438333;05:02:09;1
4.76946916667;-74.2324396667;05:02:40;1
4.76950483333;-74.2324173333;05:03:11;1
4.7695195;-74.2324683333;05:03:42;1
4.76949466667;-74.232471;05:04:13;1
0.0;0.0;05:04:44;1
4.7694805;-74.2324563333;05:05:15;1
4.76954183333;-74.2324796667;05:05:46;1
4.76953633333;-74.2324663333;05:06:17;1
4.76951033333;-74.2324535;05:06:48;1
4.76952466667;-74.2325226667;05:07:19;1
4.769508;-74.2324785;05:07:50;1
4.76949966667;-74.2324608333;05:08:21;1
4.7694975;-74.2324663333;05:08:52;1
4.76949966667;-74.232465;05:09:23;1
4.7694825;-74.2324713333;05:09:54;1
4.769482;-74.2324705;05:10:25;1
4.769506;-74.2324878333;05:10:56;1
4.7695175;-74.2324735;05:11:27;1
4.76950233333;-74.2324696667;05:11:58;1
4.7694925;-74.2324706667;05:12:29;1
4.769497;-74.23245;05:13:00;1
4.76950766667;-74.2324738333;05:13:31;1
4.76951983333;-74.2324441667;05:14:02;1
4.769525;-74.2324646667;05:14:33;1
4.769485;-74.2324318333;05:15:04;1
4.769491;-74.2324428333;05:15:35;1
4.76949833333;-74.2324248333;05:16:06;1
4.76952416667;-74.232441;05:16:37;1
4.76947033333;-74.232398;05:17:08;1
4.76951;-74.232432;05:17:39;1
4.76950816667;-74.2324518333;05:18:10;1
4.76945866667;-74.232426;05:18:41;1
4.76949383333;-74.2324378333;05:19:12;1
4.769491;-74.232459;05:19:43;1
4.76949716667;-74.2324701667;05:20:14;1
4.76948766667;-74.2324463333;05:20:45;1
4.76950966667;-74.2324481667;05:21:16;1
4.76951616667;-74.2323918333;05:21:48;1
4.769516;-74.2324423333;05:22:19;1
4.76950033333;-74.2324543333;05:22:50;1
4.7694975;-74.2324565;05:23:21;1
4.769484;-74.2324495;05:23:52;1
4.76947783333;-74.2324491667;05:24:26;1
4.76951216667;-74.2324348333;05:24:57;1
