0.0;0.0;04:21:21;24/05/21
0.0;0.0;04:21:52;24/05/21
0.0;0.0;04:22:23;24/05/21
0.0;0.0;04:22:54;24/05/21
0.0;0.0;04:23:26;24/05/21
0.0;0.0;04:23:56;24/05/21
0.0;0.0;04:24:27;24/05/21
0.0;0.0;04:24:58;24/05/21
0.0;0.0;04:25:29;24/05/21
0.0;0.0;04:26:00;24/05/21
0.0;0.0;04:26:31;24/05/21
0.0;0.0;04:27:02;24/05/21
0.0;0.0;04:27:32;24/05/21
0.0;0.0;04:28:03;24/05/21
0.0;0.0;04:28:34;24/05/21
4.77405283333;-74.2356135;04:29:05;24/05/21
4.7740465;-74.2356213333;04:29:36;24/05/21
4.77399583333;-74.2355871667;04:30:07;24/05/21
4.77399;-74.2355353333;04:30:38;24/05/21
4.77388583333;-74.2352988333;04:31:09;24/05/21
4.773773;-74.2350388333;04:31:40;24/05/21
4.7736905;-74.2347836667;04:32:11;24/05/21
4.77359216667;-74.234527;04:32:42;24/05/21
4.7735045;-74.234258;04:33:13;24/05/21
4.77328333333;-74.2341401667;04:33:44;24/05/21
4.773223;-74.2341053333;04:34:15;24/05/21
4.772987;-74.2339113333;04:34:46;24/05/21
4.77278816667;-74.2337608333;04:35:17;24/05/21
4.7725695;-74.2335883333;04:35:48;24/05/21
4.77235266667;-74.233421;04:36:19;24/05/21
4.77213616667;-74.2332613333;04:36:50;24/05/21
4.77194266667;-74.2331203333;04:37:21;24/05/21
4.771726;-74.2332928333;04:37:52;24/05/21
4.77145316667;-74.2334151667;04:38:23;24/05/21
4.77118316667;-74.2335163333;04:38:54;24/05/21
4.77090333333;-74.233576;04:39:25;24/05/21
4.77072283333;-74.2334193333;04:39:56;24/05/21
4.770565;-74.2331881667;04:40:27;24/05/21
4.77040466667;-74.2329441667;04:40:58;24/05/21
4.77021133333;-74.2327371667;04:41:29;24/05/21
4.7700235;-74.2325091667;04:42:00;24/05/21
4.769968;-74.2324938333;04:42:31;24/05/21
4.76993733333;-74.2324908333;04:43:02;24/05/21
4.76988516667;-74.2324443333;04:43:33;24/05/21
4.769565;-74.2324146667;04:44:04;24/05/21
4.769559;-74.232397;04:44:35;24/05/21
4.769478;-74.2323956667;04:45:06;24/05/21
4.769488;-74.2323861667;04:45:37;24/05/21
4.7695475;-74.2323955;04:46:08;24/05/21
4.7695105;-74.2322981667;04:46:39;24/05/21
4.7695055;-74.232269;04:47:10;24/05/21
4.76949616667;-74.232276;04:47:41;24/05/21
4.76948566667;-74.2322863333;04:48:12;24/05/21
4.76948633333;-74.2322658333;04:48:43;24/05/21
4.76950333333;-74.2322671667;04:49:14;24/05/21
4.76951466667;-74.2323271667;04:49:45;24/05/21
4.76951083333;-74.2322886667;04:50:16;24/05/21
4.76944533333;-74.2322513333;04:50:47;24/05/21
4.76944116667;-74.2324723333;04:51:18;24/05/21
4.76948233333;-74.2325608333;04:51:49;24/05/21
4.76949616667;-74.2325835;04:52:20;24/05/21
4.76949016667;-74.2325778333;04:52:51;24/05/21
